; Number of ROIs: 4
; File Dimension: 2000 x 2000
;
; ROI name: Water
; ROI rgb value: {0, 0, 255}
; ROI npts: 651
;
; ROI name: Vegetation
; ROI rgb value: {0, 255, 0}
; ROI npts: 1943
;
; ROI name: Desert
; ROI rgb value: {255, 255, 0}
; ROI npts: 1010
;
; ROI name: Urban
; ROI rgb value: {255, 0, 0}
; ROI npts: 721
;
; File X, File Y, Map X, Map Y, Lat, Lon, B1, B2, B3, B4, B5, B6, B7, B8, B9, B10
 1800,   845,  216255.0000,  3418695.0000,  30.86754743,  30.03251941,  -0.325089,  -0.536841,  0.624145,  0.136093,  0.113875,  0.097680,  0.075007,  0.324119,  0.165084,  0.083974
 1799,   846,  216225.0000,  3418665.0000,  30.86726990,  30.03221435,  -0.351989,  -0.542420,  0.635145,  0.135183,  0.112510,  0.096877,  0.072865,  0.326555,  0.156518,  0.073588
 1800,   846,  216255.0000,  3418665.0000,  30.86727709,  30.03252774,  -0.346123,  -0.538501,  0.631403,  0.134220,  0.111145,  0.095779,  0.072142,  0.319300,  0.155099,  0.074337
 1800,   847,  216255.0000,  3418635.0000,  30.86700675,  30.03253608,  -0.296843,  -0.506885,  0.554692,  0.140644,  0.119871,  0.106888,  0.093558,  0.326635,  0.177103,  0.095378
 1799,   847,  216225.0000,  3418635.0000,  30.86699956,  30.03222269,  -0.347188,  -0.545654,  0.642591,  0.135612,  0.112858,  0.097171,  0.071928,  0.330570,  0.160186,  0.076559
 1799,   848,  216225.0000,  3418605.0000,  30.86672922,  30.03223102,  -0.190237,  -0.429749,  0.447652,  0.152182,  0.136763,  0.131462,  0.125761,  0.329606,  0.224244,  0.140724
 1800,   848,  216255.0000,  3418605.0000,  30.86673641,  30.03254441,  -0.110471,  -0.344281,  0.315286,  0.163077,  0.151298,  0.156063,  0.166557,  0.319943,  0.256286,  0.176675
 1240,   849,  199455.0000,  3418575.0000,  30.86232115,  29.85707288,  -0.198689,  -0.435604,  0.432640,  0.154778,  0.141367,  0.142411,  0.143455,  0.362238,  0.242152,  0.131784
 1241,   849,  199485.0000,  3418575.0000,  30.86232877,  29.85738620,  -0.107873,  -0.354677,  0.318413,  0.158740,  0.147310,  0.155126,  0.168350,  0.325644,  0.262229,  0.152396
 1779,   850,  215625.0000,  3418545.0000,  30.86604459,  30.02597995,  -0.100589,  -0.365975,  0.344819,  0.167253,  0.155902,  0.177478,  0.186285,  0.382368,  0.312474,  0.205024
 1780,   850,  215655.0000,  3418545.0000,  30.86605179,  30.02629334,  -0.084777,  -0.353086,  0.325272,  0.167520,  0.158124,  0.182350,  0.194182,  0.381404,  0.321790,  0.215196
 1240,   850,  199455.0000,  3418545.0000,  30.86205086,  29.85708170,  -0.333639,  -0.554652,  0.627954,  0.135906,  0.113581,  0.111466,  0.088927,  0.389114,  0.194423,  0.088819
 1241,   850,  199485.0000,  3418545.0000,  30.86205847,  29.85739503,  -0.315320,  -0.546284,  0.595975,  0.140671,  0.118426,  0.115856,  0.099955,  0.394842,  0.205532,  0.099661
 1781,   850,  215685.0000,  3418545.0000,  30.86605900,  30.02660673,  -0.082798,  -0.353340,  0.325181,  0.166797,  0.156652,  0.178817,  0.190568,  0.374230,  0.316998,  0.211850
 1781,   851,  215685.0000,  3418515.0000,  30.86578866,  30.02661508,  -0.091668,  -0.358850,  0.331386,  0.166369,  0.155876,  0.178469,  0.189953,  0.378246,  0.314723,  0.208959
 1780,   851,  215655.0000,  3418515.0000,  30.86578146,  30.02630169,  -0.097371,  -0.359493,  0.332842,  0.168591,  0.158392,  0.182645,  0.194048,  0.387668,  0.318872,  0.211127
 1241,   851,  199485.0000,  3418515.0000,  30.86178818,  29.85740385,  -0.344814,  -0.548925,  0.647315,  0.136923,  0.115240,  0.109271,  0.080334,  0.375221,  0.182805,  0.080762
 1240,   851,  199455.0000,  3418515.0000,  30.86178057,  29.85709053,  -0.298166,  -0.498666,  0.586541,  0.138101,  0.117730,  0.115695,  0.090131,  0.345855,  0.186981,  0.086223
 1779,   851,  215625.0000,  3418515.0000,  30.86577425,  30.02598831,  -0.109701,  -0.365422,  0.346495,  0.166851,  0.156438,  0.179459,  0.187410,  0.386142,  0.309797,  0.201142
 1241,   852,  199485.0000,  3418485.0000,  30.86151788,  29.85741268,  -0.296324,  -0.504941,  0.603865,  0.139627,  0.118346,  0.122040,  0.091630,  0.370991,  0.201383,  0.092835
 1240,   852,  199455.0000,  3418485.0000,  30.86151027,  29.85709935,  -0.261467,  -0.483836,  0.574823,  0.140832,  0.120567,  0.126510,  0.098189,  0.363683,  0.212920,  0.099929
 1779,   852,  215625.0000,  3418485.0000,  30.86550391,  30.02599666,  -0.106026,  -0.364958,  0.344965,  0.168644,  0.159329,  0.182404,  0.190943,  0.392058,  0.316891,  0.206656
 1780,   852,  215655.0000,  3418485.0000,  30.86551112,  30.02631004,  -0.097712,  -0.355360,  0.331702,  0.169903,  0.159998,  0.183582,  0.193700,  0.385982,  0.317266,  0.209173
 1781,   852,  215685.0000,  3418485.0000,  30.86551832,  30.02662343,  -0.090616,  -0.349267,  0.322058,  0.169233,  0.158901,  0.183662,  0.195280,  0.380815,  0.317533,  0.210190
 1780,   853,  215655.0000,  3418455.0000,  30.86524078,  30.02631840,  -0.103902,  -0.351082,  0.327520,  0.171884,  0.162889,  0.189872,  0.200259,  0.395324,  0.320906,  0.211341
 1779,   853,  215625.0000,  3418455.0000,  30.86523358,  30.02600501,  -0.112244,  -0.361802,  0.346453,  0.171161,  0.162247,  0.188828,  0.195574,  0.402927,  0.321602,  0.208851
 1781,   853,  215685.0000,  3418455.0000,  30.86524799,  30.02663178,  -0.101519,  -0.344995,  0.318786,  0.173543,  0.165111,  0.191452,  0.203069,  0.393129,  0.320665,  0.212787
  765,   855,  185205.0000,  3418395.0000,  30.85699787,  29.70831301,  -0.103708,  -0.402175,  0.345090,  0.152075,  0.137164,  0.135371,  0.154591,  0.317507,  0.257839,  0.150147
  767,   855,  185265.0000,  3418395.0000,  30.85701381,  29.70893953,  -0.111038,  -0.409830,  0.351225,  0.151512,  0.136201,  0.132587,  0.152075,  0.316730,  0.253422,  0.142331
  766,   855,  185235.0000,  3418395.0000,  30.85700584,  29.70862627,  -0.097993,  -0.406635,  0.351238,  0.150468,  0.134621,  0.130954,  0.149050,  0.310440,  0.255028,  0.142411
  767,   856,  185265.0000,  3418365.0000,  30.85674355,  29.70894877,  -0.105497,  -0.408613,  0.361278,  0.149424,  0.133095,  0.128839,  0.143990,  0.306879,  0.248309,  0.139654
  765,   856,  185205.0000,  3418365.0000,  30.85672761,  29.70832225,  -0.098963,  -0.398126,  0.344972,  0.151459,  0.136281,  0.134942,  0.152663,  0.313465,  0.257009,  0.149879
  766,   856,  185235.0000,  3418365.0000,  30.85673558,  29.70863551,  -0.101353,  -0.405890,  0.349151,  0.150415,  0.134648,  0.131221,  0.149799,  0.310520,  0.253368,  0.142652
  807,   860,  186465.0000,  3418245.0000,  30.85598074,  29.72151610,  -0.201967,  -0.546473,  0.595503,  0.144954,  0.124984,  0.120889,  0.104506,  0.412215,  0.273686,  0.135103
  806,   860,  186435.0000,  3418245.0000,  30.85597280,  29.72120284,  -0.233200,  -0.567902,  0.629157,  0.143348,  0.122522,  0.116900,  0.096556,  0.424181,  0.263755,  0.128170
  806,   861,  186435.0000,  3418215.0000,  30.85570255,  29.72121204,  -0.242913,  -0.576623,  0.647676,  0.142705,  0.120996,  0.113929,  0.090720,  0.424261,  0.258428,  0.122602
  807,   861,  186465.0000,  3418215.0000,  30.85571049,  29.72152530,  -0.224105,  -0.565296,  0.628832,  0.143535,  0.122147,  0.115749,  0.094976,  0.416793,  0.264183,  0.125038
  784,   865,  185775.0000,  3418095.0000,  30.85444664,  29.71435723,  -0.085041,  -0.407917,  0.309267,  0.155046,  0.145061,  0.155554,  0.195146,  0.369894,  0.311912,  0.191505
  782,   865,  185715.0000,  3418095.0000,  30.85443072,  29.71373072,  -0.087892,  -0.413382,  0.319723,  0.155421,  0.143508,  0.154778,  0.192228,  0.372918,  0.312662,  0.186071
  660,   865,  182055.0000,  3418095.0000,  30.85345415,  29.67551462,  -0.189086,  -0.445573,  0.466353,  0.142277,  0.124262,  0.118346,  0.112296,  0.308566,  0.210431,  0.122227
  661,   865,  182085.0000,  3418095.0000,  30.85346220,  29.67582786,  -0.132497,  -0.434685,  0.462322,  0.142545,  0.122629,  0.118105,  0.110208,  0.299732,  0.229597,  0.130124
  783,   865,  185745.0000,  3418095.0000,  30.85443868,  29.71404397,  -0.101618,  -0.416636,  0.323034,  0.153841,  0.143053,  0.150094,  0.186499,  0.364486,  0.297243,  0.176006
  660,   866,  182055.0000,  3418065.0000,  30.85318391,  29.67552395,  -0.078306,  -0.349754,  0.303845,  0.159623,  0.147417,  0.155474,  0.172312,  0.322727,  0.275854,  0.185188
  782,   866,  185715.0000,  3418065.0000,  30.85416047,  29.71373994,  -0.089688,  -0.415060,  0.319098,  0.154296,  0.143910,  0.153466,  0.191639,  0.371259,  0.310145,  0.184866
  783,   866,  185745.0000,  3418065.0000,  30.85416843,  29.71405320,  -0.093567,  -0.414316,  0.320413,  0.154270,  0.144044,  0.152556,  0.189605,  0.368395,  0.305354,  0.182270
  661,   866,  182085.0000,  3418065.0000,  30.85319196,  29.67583719,  -0.079205,  -0.361795,  0.309818,  0.159275,  0.147711,  0.156063,  0.175471,  0.333006,  0.284126,  0.193727
  784,   866,  185775.0000,  3418065.0000,  30.85417638,  29.71436645,  -0.094563,  -0.409870,  0.315314,  0.155769,  0.144793,  0.153493,  0.190890,  0.366708,  0.303346,  0.183689
  752,   870,  184815.0000,  3417945.0000,  30.85284036,  29.70437940,  -0.077233,  -0.373184,  0.322739,  0.153627,  0.137860,  0.140350,  0.157428,  0.307468,  0.263380,  0.164469
 1764,   875,  215175.0000,  3417795.0000,  30.85917803,  30.02148830,  -0.015840,  -0.336485,  0.254006,  0.167734,  0.157883,  0.174721,  0.209360,  0.351932,  0.340956,  0.245846
 1766,   875,  215235.0000,  3417795.0000,  30.85919246,  30.02211502,  -0.069567,  -0.380480,  0.304360,  0.163184,  0.151941,  0.165673,  0.196886,  0.369171,  0.321147,  0.224618
 1763,   875,  215145.0000,  3417795.0000,  30.85917082,  30.02117493,  -0.004291,  -0.332235,  0.247522,  0.169233,  0.160855,  0.179004,  0.215410,  0.357125,  0.354073,  0.257036
 1765,   875,  215205.0000,  3417795.0000,  30.85918525,  30.02180166,  -0.047254,  -0.357730,  0.273203,  0.164522,  0.154189,  0.169367,  0.204381,  0.358035,  0.325725,  0.232703
 1766,   876,  215235.0000,  3417765.0000,  30.85892212,  30.02212338,  -0.066340,  -0.371341,  0.296565,  0.162943,  0.151673,  0.165593,  0.195976,  0.361220,  0.316275,  0.221888
  760,   876,  185055.0000,  3417765.0000,  30.85128266,  29.70694083,  -0.150911,  -0.438489,  0.412822,  0.143776,  0.126055,  0.115829,  0.123325,  0.296734,  0.218917,  0.115669
 1765,   876,  215205.0000,  3417765.0000,  30.85891491,  30.02181002,  -0.062480,  -0.366876,  0.290404,  0.162354,  0.151646,  0.165727,  0.196752,  0.357794,  0.315713,  0.222959
 1764,   876,  215175.0000,  3417765.0000,  30.85890770,  30.02149666,  -0.033763,  -0.348563,  0.259891,  0.166583,  0.156786,  0.174801,  0.212572,  0.361863,  0.338226,  0.242554
 1763,   876,  215145.0000,  3417765.0000,  30.85890048,  30.02118330,  -0.010316,  -0.331375,  0.241146,  0.169019,  0.160212,  0.179727,  0.218810,  0.357874,  0.350566,  0.256607
  759,   876,  185025.0000,  3417765.0000,  30.85127468,  29.70662759,  -0.151109,  -0.441708,  0.414974,  0.144151,  0.126002,  0.115883,  0.123726,  0.299250,  0.220683,  0.116043
 1223,   877,  198945.0000,  3417735.0000,  30.85462342,  29.85199387,  -0.012601,  -0.322530,  0.292219,  0.157723,  0.144793,  0.143803,  0.153761,  0.280726,  0.273739,  0.190408
 1224,   877,  198975.0000,  3417735.0000,  30.85463104,  29.85230717,   0.052194,  -0.342340,  0.299343,  0.157696,  0.145596,  0.147899,  0.162782,  0.301874,  0.335121,  0.228768
 1225,   877,  199005.0000,  3417735.0000,  30.85463867,  29.85262047,   0.057090,  -0.353359,  0.310574,  0.156679,  0.144579,  0.146078,  0.160828,  0.305728,  0.342750,  0.232810
 1764,   877,  215175.0000,  3417735.0000,  30.85863736,  30.02150502,  -0.034336,  -0.344138,  0.251695,  0.164977,  0.154564,  0.171161,  0.209708,  0.350781,  0.327492,  0.236290
 1763,   877,  215145.0000,  3417735.0000,  30.85863015,  30.02119166,  -0.013859,  -0.332846,  0.239237,  0.165405,  0.154537,  0.171054,  0.209788,  0.341733,  0.332390,  0.241456
 1766,   877,  215235.0000,  3417735.0000,  30.85865179,  30.02213174,  -0.065501,  -0.360769,  0.288680,  0.163425,  0.152449,  0.165486,  0.194450,  0.352280,  0.308967,  0.218274
  759,   877,  185025.0000,  3417735.0000,  30.85100443,  29.70663683,  -0.154334,  -0.438129,  0.417477,  0.143803,  0.125332,  0.115107,  0.121076,  0.294619,  0.215838,  0.114089
  760,   877,  185055.0000,  3417735.0000,  30.85101240,  29.70695007,  -0.154110,  -0.436543,  0.413357,  0.144499,  0.126082,  0.116766,  0.123566,  0.297698,  0.218194,  0.117087
 1765,   877,  215205.0000,  3417735.0000,  30.85864458,  30.02181838,  -0.054146,  -0.355000,  0.273583,  0.164469,  0.154082,  0.168939,  0.202427,  0.354903,  0.318444,  0.227081
  760,   878,  185055.0000,  3417705.0000,  30.85074215,  29.70695932,  -0.146205,  -0.429005,  0.403964,  0.144927,  0.127982,  0.120835,  0.128384,  0.302409,  0.225261,  0.126028
 1766,   878,  215235.0000,  3417705.0000,  30.85838145,  30.02214011,  -0.063211,  -0.351056,  0.279247,  0.164040,  0.153574,  0.166958,  0.195842,  0.347595,  0.306264,  0.214473
 1764,   878,  215175.0000,  3417705.0000,  30.85836703,  30.02151339,  -0.012460,  -0.327957,  0.236806,  0.163612,  0.153868,  0.169528,  0.206710,  0.334987,  0.326742,  0.237173
 1763,   878,  215145.0000,  3417705.0000,  30.85835981,  30.02120003,  -0.006225,  -0.325523,  0.232033,  0.163398,  0.152610,  0.169528,  0.207674,  0.333167,  0.329044,  0.240037
 1225,   878,  199005.0000,  3417705.0000,  30.85436837,  29.85262930,   0.012705,  -0.377045,  0.352440,  0.156197,  0.143937,  0.141153,  0.149398,  0.312019,  0.320050,  0.214205
 1224,   878,  198975.0000,  3417705.0000,  30.85436075,  29.85231601,  -0.060481,  -0.408477,  0.405519,  0.153734,  0.141126,  0.135424,  0.136388,  0.322459,  0.285678,  0.183796
 1223,   878,  198945.0000,  3417705.0000,  30.85435313,  29.85200271,  -0.168079,  -0.384583,  0.433483,  0.150736,  0.133042,  0.118078,  0.104988,  0.265655,  0.189203,  0.119845
  759,   878,  185025.0000,  3417705.0000,  30.85073417,  29.70664608,  -0.147546,  -0.428034,  0.410567,  0.145222,  0.126778,  0.118078,  0.123191,  0.294807,  0.218997,  0.119202
 1765,   878,  215205.0000,  3417705.0000,  30.85837424,  30.02182675,  -0.028269,  -0.335089,  0.244682,  0.166262,  0.156572,  0.172392,  0.210056,  0.346150,  0.327117,  0.235674
  759,   879,  185025.0000,  3417675.0000,  30.85046392,  29.70665532,  -0.138788,  -0.420852,  0.393480,  0.148139,  0.131650,  0.128250,  0.136950,  0.314642,  0.237949,  0.139386
  760,   879,  185055.0000,  3417675.0000,  30.85047189,  29.70696856,  -0.141099,  -0.419697,  0.391094,  0.147336,  0.130177,  0.125787,  0.134701,  0.307736,  0.231632,  0.135772
  667,   879,  182265.0000,  3417675.0000,  30.84972704,  29.67783784,  -0.115133,  -0.411641,  0.421148,  0.157134,  0.141876,  0.149505,  0.146105,  0.358704,  0.284634,  0.178067
  667,   880,  182265.0000,  3417645.0000,  30.84945679,  29.67784717,  -0.125664,  -0.418491,  0.434787,  0.153948,  0.138663,  0.141849,  0.136308,  0.346016,  0.268760,  0.168966
 1116,   883,  195735.0000,  3417555.0000,  30.85218160,  29.81852530,  -0.120630,  -0.386882,  0.384375,  0.163639,  0.150897,  0.167654,  0.168644,  0.379236,  0.297591,  0.191746
 1115,   883,  195705.0000,  3417555.0000,  30.85217390,  29.81821202,  -0.134281,  -0.399631,  0.401675,  0.160078,  0.147390,  0.165325,  0.164522,  0.385420,  0.294164,  0.184010
 1114,   883,  195675.0000,  3417555.0000,  30.85216619,  29.81789874,  -0.149445,  -0.414604,  0.427417,  0.160186,  0.146507,  0.162354,  0.157375,  0.392326,  0.290309,  0.177371
 1116,   884,  195735.0000,  3417525.0000,  30.85191132,  29.81853423,  -0.102521,  -0.381017,  0.368501,  0.163826,  0.151512,  0.172124,  0.177211,  0.384028,  0.312608,  0.201544
 1114,   884,  195675.0000,  3417525.0000,  30.85189591,  29.81790767,  -0.117208,  -0.389709,  0.383081,  0.163746,  0.151191,  0.168752,  0.171402,  0.384269,  0.303640,  0.191264
 1115,   884,  195705.0000,  3417525.0000,  30.85190361,  29.81822095,  -0.100935,  -0.376937,  0.364655,  0.166503,  0.154725,  0.173276,  0.178281,  0.382930,  0.312715,  0.198760
 1115,   885,  195705.0000,  3417495.0000,  30.85163333,  29.81822988,  -0.078864,  -0.364497,  0.337235,  0.167681,  0.158151,  0.182323,  0.194021,  0.391469,  0.334237,  0.218836
 1116,   885,  195735.0000,  3417495.0000,  30.85164104,  29.81854316,  -0.094373,  -0.375686,  0.369781,  0.162166,  0.150790,  0.170599,  0.172954,  0.375917,  0.311082,  0.197368
 1114,   885,  195675.0000,  3417495.0000,  30.85162563,  29.81791660,  -0.112285,  -0.381485,  0.366668,  0.164924,  0.154323,  0.174105,  0.180209,  0.388873,  0.310359,  0.197421
  701,   920,  183285.0000,  3416445.0000,  30.83891987,  29.68886860,  -0.418293,  -0.568686,  0.657694,  0.137940,  0.116017,  0.111279,  0.083573,  0.404720,  0.165994,  0.080601
  700,   920,  183255.0000,  3416445.0000,  30.83891186,  29.68855541,  -0.405648,  -0.567725,  0.653907,  0.137753,  0.116391,  0.111145,  0.084349,  0.403087,  0.170438,  0.078487
  701,   921,  183285.0000,  3416415.0000,  30.83864962,  29.68887789,  -0.391000,  -0.565843,  0.652415,  0.137405,  0.115803,  0.110583,  0.083894,  0.398831,  0.174614,  0.081859
  700,   921,  183255.0000,  3416415.0000,  30.83864161,  29.68856470,  -0.385285,  -0.562617,  0.647894,  0.136843,  0.116231,  0.109619,  0.083680,  0.391630,  0.173784,  0.080414
  592,   925,  180015.0000,  3416295.0000,  30.83669054,  29.65477790,   0.010045,  -0.283614,  0.216679,  0.170411,  0.162059,  0.177425,  0.204676,  0.317908,  0.324360,  0.233292
  593,   925,  180045.0000,  3416295.0000,  30.83669863,  29.65509108,   0.003435,  -0.287659,  0.211200,  0.176327,  0.170411,  0.191211,  0.225100,  0.345641,  0.348023,  0.258106
  591,   925,  179985.0000,  3416295.0000,  30.83668244,  29.65446472,   0.018158,  -0.272373,  0.202547,  0.172472,  0.164763,  0.185000,  0.214527,  0.323503,  0.335469,  0.243705
  591,   926,  179985.0000,  3416265.0000,  30.83641220,  29.65447411,   0.016798,  -0.270169,  0.196206,  0.173436,  0.167413,  0.188159,  0.220041,  0.327465,  0.338654,  0.246676
  592,   926,  180015.0000,  3416265.0000,  30.83642030,  29.65478728,   0.012722,  -0.272994,  0.204324,  0.172098,  0.165191,  0.185670,  0.214794,  0.325109,  0.333488,  0.242366
  593,   926,  180045.0000,  3416265.0000,  30.83642839,  29.65510046,   0.008815,  -0.279472,  0.217241,  0.173276,  0.166771,  0.185616,  0.211957,  0.329606,  0.335469,  0.244883
  593,   927,  180045.0000,  3416235.0000,  30.83615815,  29.65510984,   0.021143,  -0.265521,  0.189486,  0.173356,  0.165673,  0.187008,  0.219559,  0.322218,  0.336138,  0.246730
  592,   927,  180015.0000,  3416235.0000,  30.83615006,  29.65479667,   0.022167,  -0.266301,  0.189372,  0.173811,  0.166771,  0.187811,  0.220924,  0.324145,  0.338842,  0.246970
  591,   927,  179985.0000,  3416235.0000,  30.83614196,  29.65448349,   0.021432,  -0.271583,  0.191514,  0.174721,  0.166985,  0.189042,  0.223922,  0.330008,  0.344463,  0.249754
  593,   928,  180045.0000,  3416205.0000,  30.83588791,  29.65511922,   0.016771,  -0.268859,  0.195018,  0.172901,  0.165566,  0.187195,  0.218836,  0.324868,  0.335951,  0.243410
  591,   928,  179985.0000,  3416205.0000,  30.83587172,  29.65449287,   0.015930,  -0.285148,  0.203773,  0.171964,  0.165084,  0.188106,  0.223681,  0.338172,  0.349121,  0.257196
  592,   928,  180015.0000,  3416205.0000,  30.83587981,  29.65480605,   0.018499,  -0.268201,  0.192287,  0.173249,  0.166664,  0.187677,  0.220335,  0.325243,  0.337503,  0.246275
  591,   929,  179985.0000,  3416175.0000,  30.83560148,  29.65450226,   0.002052,  -0.294825,  0.233680,  0.168939,  0.161096,  0.177291,  0.202213,  0.325537,  0.326876,  0.233158
  593,   929,  180045.0000,  3416175.0000,  30.83561767,  29.65512861,   0.008229,  -0.273444,  0.199901,  0.171723,  0.164415,  0.185000,  0.216213,  0.324253,  0.329633,  0.236638
  592,   929,  180015.0000,  3416175.0000,  30.83560957,  29.65481543,   0.010778,  -0.282181,  0.213178,  0.170170,  0.163371,  0.182939,  0.211930,  0.326769,  0.333889,  0.240305
 1357,   929,  202965.0000,  3416175.0000,  30.84158245,  29.89443008,  -0.235669,  -0.432983,  0.492690,  0.145864,  0.126135,  0.118961,  0.102177,  0.300642,  0.185964,  0.096422
 1358,   929,  202995.0000,  3416175.0000,  30.84158997,  29.89474335,  -0.236655,  -0.435024,  0.491516,  0.145730,  0.125654,  0.117195,  0.101481,  0.297671,  0.183742,  0.095940
 1359,   929,  203025.0000,  3416175.0000,  30.84159749,  29.89505662,  -0.255489,  -0.448872,  0.508289,  0.145623,  0.125386,  0.114411,  0.098055,  0.300776,  0.178362,  0.093290
 1356,   929,  202935.0000,  3416175.0000,  30.84157493,  29.89411682,  -0.222903,  -0.426774,  0.484160,  0.145248,  0.124850,  0.115883,  0.100250,  0.288436,  0.183287,  0.095565
 1358,   930,  202995.0000,  3416145.0000,  30.84131966,  29.89475206,  -0.253959,  -0.445618,  0.503374,  0.146051,  0.125680,  0.116659,  0.100491,  0.304203,  0.180985,  0.093236
 1357,   930,  202965.0000,  3416145.0000,  30.84131215,  29.89443880,  -0.251837,  -0.441399,  0.500822,  0.145944,  0.126242,  0.118399,  0.101615,  0.305514,  0.182591,  0.094307
 1356,   930,  202935.0000,  3416145.0000,  30.84130463,  29.89412553,  -0.232854,  -0.429952,  0.481778,  0.146533,  0.126242,  0.118453,  0.103917,  0.297136,  0.184893,  0.097171
 1359,   930,  203025.0000,  3416145.0000,  30.84132718,  29.89506533,  -0.257771,  -0.451826,  0.511416,  0.145837,  0.125814,  0.115749,  0.099099,  0.306558,  0.180905,  0.092862
 1358,   931,  202995.0000,  3416115.0000,  30.84104936,  29.89476078,  -0.237427,  -0.437500,  0.492243,  0.146159,  0.126002,  0.116365,  0.101187,  0.297376,  0.183260,  0.095619
 1359,   931,  203025.0000,  3416115.0000,  30.84105688,  29.89507404,  -0.247485,  -0.443658,  0.502812,  0.145971,  0.125439,  0.115776,  0.099393,  0.300428,  0.181226,  0.094414
 1357,   931,  202965.0000,  3416115.0000,  30.84104184,  29.89444751,  -0.246671,  -0.443493,  0.497761,  0.147390,  0.127046,  0.117382,  0.102097,  0.304470,  0.183983,  0.095512
 1356,   931,  202935.0000,  3416115.0000,  30.84103432,  29.89413424,  -0.239226,  -0.433550,  0.486483,  0.148675,  0.128464,  0.119229,  0.104238,  0.301740,  0.185241,  0.096556
 1357,   932,  202965.0000,  3416085.0000,  30.84077154,  29.89445622,  -0.217430,  -0.422205,  0.474626,  0.147310,  0.127634,  0.118346,  0.103783,  0.291300,  0.187249,  0.098697
 1358,   932,  202995.0000,  3416085.0000,  30.84077906,  29.89476949,  -0.223233,  -0.431911,  0.487955,  0.145061,  0.124877,  0.117087,  0.101561,  0.295128,  0.187410,  0.098483
 1359,   932,  203025.0000,  3416085.0000,  30.84078657,  29.89508276,  -0.211949,  -0.436175,  0.490847,  0.146694,  0.126350,  0.118533,  0.103114,  0.301927,  0.196324,  0.106166
 1356,   932,  202935.0000,  3416085.0000,  30.84076402,  29.89414296,  -0.220935,  -0.421107,  0.474392,  0.149987,  0.130124,  0.120701,  0.105630,  0.296306,  0.189069,  0.099821
  598,   945,  180195.0000,  3415695.0000,  30.83133428,  29.65684451,   0.000672,  -0.278185,  0.220302,  0.161792,  0.151486,  0.168644,  0.190809,  0.298635,  0.299036,  0.204060
  598,   946,  180195.0000,  3415665.0000,  30.83106404,  29.65685388,  -0.000320,  -0.282003,  0.235871,  0.160507,  0.149023,  0.164254,  0.181333,  0.293281,  0.293093,  0.195146
  598,   947,  180195.0000,  3415635.0000,  30.83079380,  29.65686326,  -0.007111,  -0.272179,  0.237215,  0.153252,  0.139011,  0.148568,  0.160105,  0.259686,  0.256018,  0.162514
  604,   962,  180375.0000,  3415185.0000,  30.82678869,  29.65888276,  -0.371160,  -0.567521,  0.659834,  0.135130,  0.112189,  0.101374,  0.075301,  0.367431,  0.168511,  0.074873
  605,   962,  180405.0000,  3415185.0000,  30.82679678,  29.65919591,  -0.389954,  -0.579543,  0.668126,  0.135317,  0.111814,  0.100464,  0.075087,  0.377416,  0.165646,  0.073695
 1305,   962,  201405.0000,  3415185.0000,  30.83227055,  29.87842930,  -0.370963,  -0.586009,  0.659697,  0.136468,  0.114678,  0.102338,  0.080387,  0.392058,  0.179887,  0.086999
 1306,   962,  201435.0000,  3415185.0000,  30.83227810,  29.87874253,  -0.372021,  -0.585589,  0.662351,  0.136013,  0.113902,  0.103301,  0.080280,  0.395244,  0.180905,  0.086196
 1307,   962,  201465.0000,  3415185.0000,  30.83228566,  29.87905576,  -0.381421,  -0.577083,  0.658301,  0.136950,  0.115133,  0.104827,  0.080548,  0.390907,  0.175042,  0.083733
 1304,   962,  201375.0000,  3415185.0000,  30.83226299,  29.87811607,  -0.312756,  -0.550012,  0.608639,  0.138074,  0.116980,  0.104774,  0.087802,  0.360899,  0.188935,  0.096743
 1308,   962,  201495.0000,  3415185.0000,  30.83229321,  29.87936900,  -0.380780,  -0.549401,  0.634484,  0.137887,  0.116632,  0.110181,  0.084724,  0.378861,  0.169903,  0.082663
  605,   963,  180405.0000,  3415155.0000,  30.82652654,  29.65920527,  -0.392594,  -0.582719,  0.674106,  0.134461,  0.111386,  0.100062,  0.073882,  0.379530,  0.165539,  0.073588
  604,   963,  180375.0000,  3415155.0000,  30.82651845,  29.65889213,  -0.371440,  -0.560044,  0.655189,  0.135264,  0.112804,  0.102338,  0.075596,  0.362880,  0.166316,  0.074230
 1308,   963,  201495.0000,  3415155.0000,  30.83202291,  29.87937775,  -0.455440,  -0.557908,  0.660347,  0.137298,  0.115936,  0.110101,  0.079370,  0.387989,  0.145168,  0.064085
 1304,   963,  201375.0000,  3415155.0000,  30.83199269,  29.87812482,  -0.353409,  -0.571933,  0.645667,  0.137485,  0.116017,  0.105496,  0.083412,  0.387401,  0.185081,  0.090881
 1305,   963,  201405.0000,  3415155.0000,  30.83200025,  29.87843805,  -0.360352,  -0.562376,  0.641425,  0.138476,  0.116365,  0.108976,  0.084991,  0.389060,  0.182939,  0.089408
 1306,   963,  201435.0000,  3415155.0000,  30.83200780,  29.87875129,  -0.407847,  -0.563667,  0.654058,  0.138744,  0.116311,  0.109753,  0.082261,  0.393316,  0.165432,  0.078540
 1307,   963,  201465.0000,  3415155.0000,  30.83201536,  29.87906452,  -0.444279,  -0.559384,  0.660817,  0.137057,  0.114839,  0.109887,  0.079424,  0.388900,  0.149639,  0.067886
